设备号,点播日期,二级目录,影片名称,观看开始时间,观看结束时间,用户号,名称关键字,观看时间,制片,语言,片长,类型
10687,20170811,精彩点,08月10日 小猪佩奇(高清),2017-08-11 18:53:48,2017-08-11 19:01:30,10319,小猪佩奇,5.0,英国,英语,5,剧情 / 动画 / 家庭 / 儿童
11184,20170811,精彩点,反恐特战队之猎影(13)(高清),2017-08-11 18:54:07,2017-08-11 19:32:27,11005,反恐特战队之猎影,38.33333333333334,大陆,国语,45,剧情
10045,20170811,精彩点,醉玲珑(10)(高清),2017-08-11 19:00:28,2017-08-11 19:34:11,10177,醉玲珑,33.71666666666667,大陆,国语,45,剧情 / 爱情 / 古装
10687,20170811,精彩点,08月09日 小猪佩奇(高清),2017-08-11 19:01:43,2017-08-11 19:13:03,10319,小猪佩奇,5.0,英国,英语,5,剧情 / 动画 / 家庭 / 儿童
10546,20170811,精彩点,07月01日 猪猪侠之五灵守卫者,2017-08-11 19:04:21,2017-08-11 19:14:02,10307,猪猪侠之五灵守卫者,9.683333333333334,大陆,国语,15,动画 / 儿童 / 冒险
10540,20170811,精彩点,超时空男臣(18),2017-08-11 19:04:50,2017-08-11 20:05:43,10939,超时空男臣,45.0,香港,粤语,45,喜剧
10335,20170811,精彩点,人民的名义(01)(高清),2017-08-11 19:11:19,2017-08-11 20:08:08,10096,人民的名义,55.0,大陆,国语,55,剧情 / 悬疑 / 犯罪
10687,20170811,精彩点,08月08日 小猪佩奇(高清),2017-08-11 19:13:27,2017-08-11 21:27:27,10319,小猪佩奇,5.0,英国,英语,5,剧情 / 动画 / 家庭 / 儿童
10546,20170811,精彩点,同盟(03),2017-08-11 19:14:01,2017-08-11 19:55:02,10307,同盟,41.01666666666667,香港,粤语,45,剧情 / 动作 / 悬疑
11215,20170811,精彩点,浪花一朵朵(16)(高清),2017-08-11 19:29:04,2017-08-11 19:48:41,10384,浪花一朵朵,19.61666666666667,大陆,国语,45,剧情 / 爱情
10641,20170811,热点专题,驯龙高手（英文版）(高清),2017-08-11 19:30:24,2017-08-11 20:15:07,10249,驯龙高手,44.71666666666667,美国,英语,98,喜剧 / 动画 / 家庭 / 奇幻 / 冒险
10641,20170811,热点专题,驯龙高手(高清)(无牙仔的暖心犬属性),2017-08-11 19:30:24,2017-08-11 20:15:07,10249,驯龙高手,44.71666666666667,美国,英语,98,喜剧 / 动画 / 家庭 / 奇幻 / 冒险
10255,20170811,精彩点,破晓(12)(高清),2017-08-11 19:41:44,2017-08-11 20:05:36,11037,破晓,23.86666666666667,大陆,国语,45,剧情
10045,20170811,精彩点,醉玲珑(11)(高清),2017-08-11 19:42:50,2017-08-11 19:56:26,10177,醉玲珑,13.6,大陆,国语,45,剧情 / 爱情 / 古装
10013,20170811,精彩点,07月01日 贝肯熊(高清),2017-08-11 19:43:14,2017-08-11 20:08:31,11075,贝肯熊,3.0,韩国 / 法国 / 西班牙,国语,3,喜剧 / 动画
10546,20170811,精彩点,同盟(04),2017-08-11 19:55:00,2017-08-11 20:03:15,10307,同盟,8.25,香港,粤语,45,剧情 / 动作 / 悬疑
10454,20170811,精彩点,我的前半生(20)(高清),2017-08-11 20:00:53,2017-08-11 20:32:17,10374,我的前半生,31.4,大陆,国语,45,剧情 / 家庭
11185,20170811,精彩点,深海利剑(15)(高清),2017-08-11 20:05:10,2017-08-11 20:21:04,10485,深海利剑,15.9,大陆,国语,45,剧情
10255,20170811,精彩点,破晓(13)(高清),2017-08-11 20:05:34,2017-08-11 20:46:27,11037,破晓,40.88333333333333,大陆,国语,45,剧情
10605,20170811,精彩点,林海雪原(50)(高清),2017-08-11 20:05:39,2017-08-11 21:11:06,10871,林海雪原,65.45,大陆,普通话,116,动作 / 战争
10540,20170811,精彩点,超时空男臣(19),2017-08-11 20:06:03,2017-08-11 20:48:01,10939,超时空男臣,41.96666666666667,香港,粤语,45,喜剧
10335,20170811,精彩点,人民的名义(02)(高清),2017-08-11 20:08:07,2017-08-11 20:20:12,10096,人民的名义,12.08333333333333,大陆,国语,55,剧情 / 悬疑 / 犯罪
10452,20170811,精彩点,07月29日 旅途的花样：芭蕾舞王子迷倒林志玲(高清),2017-08-11 20:10:08,2017-08-11 21:14:58,10085,旅途的花样,64.83333333333333,大陆,国语,90,真人秀
10208,20170811,精彩点,08月06日 极限挑战 第三季：五美惊喜空降男人帮(高清),2017-08-11 20:10:17,2017-08-11 20:28:39,10512,极限挑战 第三季,18.36666666666667,大陆,国语,90,真人秀
10641,20170811,热点专题,驯龙高手2(高清),2017-08-11 20:15:05,2017-08-11 21:46:58,10249,驯龙高手2,91.88333333333334,美国,英语,102,喜剧 / 动画 / 家庭 / 奇幻 / 冒险
10641,20170811,热点专题,驯龙高手2(高清)(会撒娇的坐骑最萌哒),2017-08-11 20:15:05,2017-08-11 21:46:58,10249,驯龙高手2,91.88333333333334,美国,英语,102,喜剧 / 动画 / 家庭 / 奇幻 / 冒险
10335,20170811,精彩点,人民的名义(02)(高清),2017-08-11 20:20:38,2017-08-11 21:08:45,10096,人民的名义,48.11666666666667,大陆,国语,55,剧情 / 悬疑 / 犯罪
11185,20170811,精彩点,深海利剑(15)(高清),2017-08-11 20:21:03,2017-08-11 20:54:45,10485,深海利剑,33.7,大陆,国语,45,剧情
11220,20170811,精彩点,我的前半生(37)(高清),2017-08-11 20:29:33,2017-08-11 21:09:31,10962,我的前半生,39.96666666666667,大陆,国语,45,剧情 / 家庭
10454,20170811,精彩点,我的前半生(21)(高清),2017-08-11 20:32:32,2017-08-11 21:18:40,10374,我的前半生,45.0,大陆,国语,45,剧情 / 家庭
10351,20170811,精彩点,超能陆战队(高清),2017-08-11 20:32:36,2017-08-11 22:05:34,11189,超能陆战队,92.96666666666667,美国,英语,102,喜剧 / 动作 / 科幻 / 动画 / 冒险
10351,20170811,精彩点,超能陆战队(高清)(2015奥斯卡最佳动画),2017-08-11 20:32:36,2017-08-11 22:05:34,11189,超能陆战队,92.96666666666667,美国,英语,102,喜剧 / 动作 / 科幻 / 动画 / 冒险
10403,20170811,精彩点,不懂撒娇的女人(23),2017-08-11 20:33:54,2017-08-11 20:49:09,10708,不懂撒娇的女人,15.25,香港,粤语 / 国语 / 闽南语,45,剧情 / 喜剧 / 爱情
10376,20170811,精彩点,醉玲珑(18)(高清),2017-08-11 20:39:54,2017-08-11 21:00:27,10316,醉玲珑,20.55,大陆,国语,45,剧情 / 爱情 / 古装
10757,20170811,精彩点,咱家(41)(高清),2017-08-11 20:40:20,2017-08-11 21:21:30,11097,咱家,41.16666666666666,大陆,国语,45,剧情
10255,20170811,精彩点,破晓(13)(高清),2017-08-11 20:46:26,2017-08-11 21:03:05,11037,破晓,16.65,大陆,国语,45,剧情
10055,20170811,精彩点,人民的名义(32)(高清),2017-08-11 20:47:58,2017-08-11 21:19:22,10179,人民的名义,31.4,大陆,国语,55,剧情 / 悬疑 / 犯罪
10540,20170811,精彩点,踩过界(01),2017-08-11 20:48:00,2017-08-11 21:30:02,10939,踩过界,42.03333333333333,意大利,意大利语,116,剧情 / 喜剧 / 冒险
10403,20170811,精彩点,不懂撒娇的女人(24),2017-08-11 20:49:16,2017-08-11 21:31:07,10708,不懂撒娇的女人,41.85,香港,粤语 / 国语 / 闽南语,45,剧情 / 喜剧 / 爱情
11185,20170811,精彩点,深海利剑(16)(高清),2017-08-11 20:54:53,2017-08-11 21:29:34,10485,深海利剑,34.68333333333333,大陆,国语,45,剧情
10779,20170811,精彩点,我的前半生(35)(高清),2017-08-11 20:59:36,2017-08-11 21:43:24,10696,我的前半生,43.8,大陆,国语,45,剧情 / 家庭
10255,20170811,精彩点,破晓(14)(高清),2017-08-11 21:03:02,2017-08-11 21:28:58,11037,破晓,25.93333333333333,大陆,国语,45,剧情
10376,20170811,精彩点,福尔摩斯：基本演绎法 第一季(01)(高清),2017-08-11 21:03:58,2017-08-11 21:12:03,10316,福尔摩斯,8.083333333333334,英国,英语,60,剧情 / 悬疑 / 犯罪
10202,20170811,精彩点,08月04日 中国新歌声 第二季：王菲密友登场召唤回忆杀(高清),2017-08-11 21:04:49,2017-08-11 22:56:33,10246,中国新歌声 第二季,100.0,大陆,国语,100,音乐 / 真人秀
10242,20170811,精彩点,同盟(02),2017-08-11 21:08:36,2017-08-11 21:22:03,10868,同盟,13.45,香港,粤语,45,剧情 / 动作 / 悬疑
11220,20170811,精彩点,我的前半生(38)(高清),2017-08-11 21:10:13,2017-08-11 21:51:41,10962,我的前半生,41.46666666666667,大陆,国语,45,剧情 / 家庭
10335,20170811,精彩点,绝密543(01)(高清),2017-08-11 21:10:25,2017-08-11 21:15:41,10096,绝密543,5.266666666666667,大陆,国语,45,剧情
10376,20170811,精彩点,老友记 第一季(01)(高清),2017-08-11 21:12:01,2017-08-11 21:28:47,10316,老友记 第一季,16.76666666666667,美国,英语 / 荷兰语 / 国语,22,喜剧 / 爱情
10452,20170811,精彩点,07月08日 开心剧乐部：陈赫贾玲再组CP 范明变人气小鲜肉(高清),2017-08-11 21:17:10,2017-08-11 22:39:44,10085,开心剧乐部,80.0,大陆,国语,80,喜剧 / 真人秀
10055,20170811,精彩点,人民的名义(33)(高清),2017-08-11 21:19:21,2017-08-11 22:03:36,10179,人民的名义,44.25,大陆,国语,55,剧情 / 悬疑 / 犯罪
10242,20170811,精彩点,同盟(03),2017-08-11 21:22:02,2017-08-11 22:05:09,10868,同盟,43.11666666666667,香港,粤语,45,剧情 / 动作 / 悬疑
10757,20170811,精彩点,咱家(42)(高清),2017-08-11 21:22:35,2017-08-11 22:07:05,11097,咱家,44.5,大陆,国语,45,剧情
10687,20170811,精彩点,08月07日 小猪佩奇(高清),2017-08-11 21:27:36,2017-08-11 21:47:43,10319,小猪佩奇,5.0,英国,英语,5,剧情 / 动画 / 家庭 / 儿童
10376,20170811,精彩点,老友记 第一季(01)(高清),2017-08-11 21:28:45,2017-08-11 21:38:26,10316,老友记 第一季,9.683333333333334,美国,英语 / 荷兰语 / 国语,22,喜剧 / 爱情
10255,20170811,精彩点,破晓(15)(高清),2017-08-11 21:28:56,2017-08-11 22:27:16,11037,破晓,45.0,大陆,国语,45,剧情
11185,20170811,精彩点,深海利剑(17)(高清),2017-08-11 21:29:33,2017-08-11 22:02:37,10485,深海利剑,33.06666666666667,大陆,国语,45,剧情
10540,20170811,精彩点,踩过界(02),2017-08-11 21:30:00,2017-08-11 22:13:29,10939,踩过界,43.48333333333333,意大利,意大利语,116,剧情 / 喜剧 / 冒险
10403,20170811,精彩点,不懂撒娇的女人(25),2017-08-11 21:31:06,2017-08-11 22:13:32,10708,不懂撒娇的女人,42.43333333333333,香港,粤语 / 国语 / 闽南语,45,剧情 / 喜剧 / 爱情
10566,20170811,精彩点,飞虎队大营救(07)(高清),2017-08-11 21:32:17,2017-08-11 22:12:56,10954,飞虎队大营救,40.65,大陆,国语,45,剧情 / 战争
11105,20170811,精彩点,深夜食堂(01)(高清),2017-08-11 21:35:53,2017-08-11 21:58:28,10405,深夜食堂,22.58333333333333,大陆,国语,45,剧情
10376,20170811,精彩点,老友记 第一季(02)(高清),2017-08-11 21:38:24,2017-08-11 21:59:24,10316,老友记 第一季,21.0,美国,英语 / 荷兰语 / 国语,22,喜剧 / 爱情
10045,20170811,精彩点,醉玲珑(11)(高清),2017-08-11 21:40:34,2017-08-11 21:54:51,10177,醉玲珑,14.28333333333333,大陆,国语,45,剧情 / 爱情 / 古装
10779,20170811,精彩点,我的前半生(36)(高清),2017-08-11 21:43:58,2017-08-11 22:55:16,10696,我的前半生,45.0,大陆,国语,45,剧情 / 家庭
11220,20170811,精彩点,我的前半生(39)(高清),2017-08-11 21:51:49,2017-08-11 22:35:01,10962,我的前半生,43.2,大陆,国语,45,剧情 / 家庭
10328,20170811,精彩点,我们的爱(01)(高清),2017-08-11 21:56:25,2017-08-11 22:12:44,10967,我们的爱,16.31666666666667,大陆,国语,45,剧情 / 爱情 / 家庭
10401,20170811,精彩点,超时空男臣(09)(高清),2017-08-11 21:56:38,2017-08-11 22:38:32,10990,超时空男臣,41.9,香港,粤语,45,喜剧
10992,20170811,精彩点,反恐特战队之猎影(44)(高清),2017-08-11 21:58:18,2017-08-11 22:08:04,10204,反恐特战队之猎影,9.766666666666667,大陆,国语,45,剧情
11105,20170811,精彩点,深夜食堂(01)(高清),2017-08-11 21:58:29,2017-08-11 22:03:15,10405,深夜食堂,4.766666666666667,大陆,国语,45,剧情
10376,20170811,精彩点,老友记 第一季(03)(高清),2017-08-11 21:59:22,2017-08-11 22:18:46,10316,老友记 第一季,19.4,美国,英语 / 荷兰语 / 国语,22,喜剧 / 爱情
10242,20170811,精彩点,同盟(04),2017-08-11 22:05:14,2017-08-11 22:44:20,10868,同盟,39.1,香港,粤语,45,剧情 / 动作 / 悬疑
10757,20170811,精彩点,咱家(43)(高清),2017-08-11 22:07:04,2017-08-11 22:40:56,11097,咱家,33.86666666666667,大陆,国语,45,剧情
10992,20170811,精彩点,反恐特战队之猎影(45)(高清),2017-08-11 22:08:03,2017-08-11 22:45:39,10204,反恐特战队之猎影,37.6,大陆,国语,45,剧情
10486,20170811,精彩点,极限挑战 第一季20150628期(高清),2017-08-11 22:09:50,2017-08-11 22:35:20,11098,极限挑战 第一季,25.5,大陆,国语,110,真人秀
10328,20170811,精彩点,我们的爱(01)(高清),2017-08-11 22:12:44,2017-08-11 22:50:10,10967,我们的爱,37.43333333333333,大陆,国语,45,剧情 / 爱情 / 家庭
10566,20170811,精彩点,飞虎队大营救(08)(高清),2017-08-11 22:12:55,2017-08-11 22:54:42,10954,飞虎队大营救,41.78333333333333,大陆,国语,45,剧情 / 战争
10540,20170811,精彩点,踩过界(03),2017-08-11 22:13:28,2017-08-11 22:57:21,10939,踩过界,43.88333333333333,意大利,意大利语,116,剧情 / 喜剧 / 冒险
10403,20170811,精彩点,不懂撒娇的女人(26),2017-08-11 22:13:36,2017-08-11 22:22:21,10708,不懂撒娇的女人,8.75,香港,粤语 / 国语 / 闽南语,45,剧情 / 喜剧 / 爱情
10376,20170811,精彩点,老友记 第一季(04)(高清),2017-08-11 22:18:45,2017-08-11 22:38:04,10316,老友记 第一季,19.31666666666667,美国,英语 / 荷兰语 / 国语,22,喜剧 / 爱情
10255,20170811,精彩点,破晓(16)(高清),2017-08-11 22:27:24,2017-08-11 22:48:45,11037,破晓,21.35,大陆,国语,45,剧情
10545,20170811,精彩点,舌尖上的中国Ⅱ·时节(高清),2017-08-11 22:32:00,2017-08-11 23:24:24,11043,舌尖上的中国Ⅱ·时节,50.0,大陆,国语,50,纪录片
10468,20170811,精彩点,大军师司马懿之军师联盟(21)(高清),2017-08-11 22:32:33,2017-08-11 22:57:48,10997,大军师司马懿之军师联盟,25.25,大陆,国语,45,剧情 / 爱情 / 战争 / 古装
11220,20170811,精彩点,我的前半生(40)(高清),2017-08-11 22:35:00,2017-08-11 23:15:27,10962,我的前半生,40.45,大陆,国语,45,剧情 / 家庭
10486,20170812,精彩点,极限挑战 第一季20150705期(高清),2017-08-11 22:35:46,2017-08-12 00:09:06,11098,极限挑战 第一季,93.33333333333333,大陆,国语,110,真人秀
10376,20170811,精彩点,老友记 第一季(05)(高清),2017-08-11 22:38:03,2017-08-11 22:58:55,10316,老友记 第一季,20.86666666666667,美国,英语 / 荷兰语 / 国语,22,喜剧 / 爱情
10401,20170811,精彩点,超时空男臣(10),2017-08-11 22:38:31,2017-08-11 23:17:55,10990,超时空男臣,39.4,香港,粤语,45,喜剧
10401,20170811,精彩点,超时空男臣(10)(高清),2017-08-11 22:38:31,2017-08-11 23:17:55,10990,超时空男臣,39.4,香港,粤语,45,喜剧
10757,20170811,精彩点,咱家(44)(高清),2017-08-11 22:40:55,2017-08-11 23:29:54,11097,咱家,45.0,大陆,国语,45,剧情
10992,20170811,精彩点,反恐特战队之猎影(46)(高清),2017-08-11 22:45:38,2017-08-11 23:22:17,10204,反恐特战队之猎影,36.65,大陆,国语,45,剧情
10255,20170811,精彩点,破晓(17)(高清),2017-08-11 22:48:43,2017-08-11 23:14:02,11037,破晓,25.31666666666667,大陆,国语,45,剧情
10328,20170811,精彩点,我们的爱(02)(高清),2017-08-11 22:50:18,2017-08-11 23:34:18,10967,我们的爱,44.0,大陆,国语,45,剧情 / 爱情 / 家庭
10779,20170811,精彩点,我的前半生(37)(高清),2017-08-11 22:55:22,2017-08-11 23:40:42,10696,我的前半生,45.0,大陆,国语,45,剧情 / 家庭
10376,20170811,精彩点,老友记 第一季(06)(高清),2017-08-11 22:58:53,2017-08-11 23:13:05,10316,老友记 第一季,14.2,美国,英语 / 荷兰语 / 国语,22,喜剧 / 爱情
11092,20170812,精彩点,同盟(04),2017-08-11 23:06:01,2017-08-12 00:05:19,10965,同盟,45.0,香港,粤语,45,剧情 / 动作 / 悬疑
10335,20170811,精彩点,绝密543(02)(高清),2017-08-11 23:06:53,2017-08-11 23:16:58,10096,绝密543,10.08333333333333,大陆,国语,45,剧情
10376,20170811,精彩点,老友记 第一季(07)(高清),2017-08-11 23:13:04,2017-08-11 23:22:06,10316,老友记 第一季,9.033333333333333,美国,英语 / 荷兰语 / 国语,22,喜剧 / 爱情
10255,20170811,精彩点,破晓(18)(高清),2017-08-11 23:14:00,2017-08-11 23:32:34,11037,破晓,18.56666666666667,大陆,国语,45,剧情
11220,20170811,精彩点,我的前半生(41)(高清),2017-08-11 23:15:26,2017-08-11 23:57:33,10962,我的前半生,42.11666666666667,大陆,国语,45,剧情 / 家庭
10401,20170811,精彩点,超时空男臣(11),2017-08-11 23:17:54,2017-08-11 23:59:35,10990,超时空男臣,41.68333333333333,香港,粤语,45,喜剧
10401,20170811,精彩点,超时空男臣(11)(高清),2017-08-11 23:17:54,2017-08-11 23:59:35,10990,超时空男臣,41.68333333333333,香港,粤语,45,喜剧
11217,20170811,精彩点,发现：古兵器大揭秘(05)(高清),2017-08-11 23:19:12,2017-08-11 23:41:02,10971,发现,21.83333333333333,大陆,国语,40,纪录片
10376,20170811,精彩点,老友记 第一季(08)(高清),2017-08-11 23:22:12,2017-08-11 23:36:35,10316,老友记 第一季,14.38333333333333,美国,英语 / 荷兰语 / 国语,22,喜剧 / 爱情
10992,20170811,精彩点,反恐特战队之猎影(47)(高清),2017-08-11 23:22:15,2017-08-11 23:59:53,10204,反恐特战队之猎影,37.63333333333333,大陆,国语,45,剧情
10545,20170811,精彩点,樱之味：舌尖上的日本(04)(高清),2017-08-11 23:27:11,2017-08-11 23:57:26,11043,樱之味,30.0,日本,国语,30,纪录片
10255,20170812,精彩点,破晓(19)(高清),2017-08-11 23:32:31,2017-08-12 00:02:04,11037,破晓,29.55,大陆,国语,45,剧情
10266,20170812,精彩点,我的前半生(36)(高清),2017-08-11 23:36:22,2017-08-12 00:14:39,10869,我的前半生,38.28333333333333,大陆,国语,45,剧情 / 家庭
10376,20170811,精彩点,老友记 第一季(09)(高清),2017-08-11 23:36:34,2017-08-11 23:43:48,10316,老友记 第一季,7.233333333333333,美国,英语 / 荷兰语 / 国语,22,喜剧 / 爱情
11217,20170812,精彩点,发现：国家宝藏·六朝虎子的身世之谜(高清),2017-08-11 23:41:01,2017-08-12 00:03:35,10971,发现,22.56666666666667,大陆,国语,40,纪录片
10779,20170812,精彩点,我的前半生(38)(高清),2017-08-11 23:41:01,2017-08-12 00:21:26,10696,我的前半生,40.41666666666666,大陆,国语,45,剧情 / 家庭
11222,20170812,精彩点,车游印度(01)(高清),2017-08-11 23:56:56,2017-08-12 00:45:53,10491,车游印度,10.0,大陆,国语,10,生活
10545,20170812,精彩点,樱之味：舌尖上的日本(05)(高清),2017-08-11 23:57:39,2017-08-12 00:27:36,11043,樱之味,29.95,日本,国语,30,纪录片
10401,20170812,精彩点,超时空男臣(12),2017-08-11 23:59:34,2017-08-12 00:30:58,10990,超时空男臣,31.4,香港,粤语,45,喜剧
10255,20170812,精彩点,破晓(20)(高清),2017-08-12 00:02:12,2017-08-12 00:21:29,11037,破晓,19.28333333333333,大陆,国语,45,剧情
11217,20170812,精彩点,发现：国家宝藏·神秘的刻纹(01)(高清),2017-08-12 00:03:34,2017-08-12 00:27:16,10971,发现,23.7,大陆,国语,40,纪录片
10486,20170812,精彩点,极限挑战 第一季20150712期(高清),2017-08-12 00:09:09,2017-08-12 00:20:16,11098,极限挑战 第一季,11.11666666666667,大陆,国语,110,真人秀
10266,20170812,精彩点,我的前半生(37)(高清),2017-08-12 00:14:45,2017-08-12 00:58:37,10869,我的前半生,43.86666666666667,大陆,国语,45,剧情 / 家庭
10486,20170812,精彩点,极限挑战 第一季20150712期(高清),2017-08-12 00:20:10,2017-08-12 00:35:11,11098,极限挑战 第一季,15.01666666666667,大陆,国语,110,真人秀
10255,20170812,精彩点,破晓(21)(高清),2017-08-12 00:21:36,2017-08-12 00:44:20,11037,破晓,22.73333333333333,大陆,国语,45,剧情
11217,20170812,精彩点,发现：国家宝藏·神秘的刻纹(02)(高清),2017-08-12 00:27:15,2017-08-12 00:53:52,10971,发现,26.61666666666667,大陆,国语,40,纪录片
10401,20170812,精彩点,超时空男臣(13),2017-08-12 00:30:57,2017-08-12 00:52:50,10990,超时空男臣,21.88333333333333,香港,粤语,45,喜剧
10486,20170812,精彩点,极限挑战 第一季20150712期(高清),2017-08-12 00:35:10,2017-08-12 00:46:44,11098,极限挑战 第一季,11.56666666666667,大陆,国语,110,真人秀
10255,20170812,精彩点,破晓(22)(高清),2017-08-12 00:44:18,2017-08-12 01:09:17,11037,破晓,24.98333333333333,大陆,国语,45,剧情
11222,20170812,精彩点,车游印度(02)(高清),2017-08-12 00:45:51,2017-08-12 01:05:13,10491,车游印度,10.0,大陆,国语,10,生活
10401,20170812,精彩点,超时空男臣(14),2017-08-12 00:52:49,2017-08-12 01:10:15,10990,超时空男臣,17.43333333333333,香港,粤语,45,喜剧
11217,20170812,精彩点,发现：国家宝藏·塔尖上的国宝(01)(高清),2017-08-12 00:54:04,2017-08-12 01:17:47,10971,发现,23.71666666666667,大陆,国语,40,纪录片
10280,20170812,热点专题,杀破狼2(高清)(搏命吴京，打得激爽),2017-08-12 00:59:51,2017-08-12 02:56:47,10148,杀破狼2,116.9333333333333,香港 / 大陆,国语 / 粤语 / 英语 / 泰语 / 韩语,120,剧情 / 动作 / 犯罪
10428,20170812,精彩点,超时空男臣(16),2017-08-12 01:04:45,2017-08-12 01:17:34,10279,超时空男臣,12.81666666666667,香港,粤语,45,喜剧
11222,20170812,精彩点,车游印度(02)(高清),2017-08-12 01:05:12,2017-08-12 01:34:56,10491,车游印度,10.0,大陆,国语,10,生活
10255,20170812,精彩点,破晓(23)(高清),2017-08-12 01:09:15,2017-08-12 01:30:33,11037,破晓,21.3,大陆,国语,45,剧情
10428,20170812,精彩点,超时空男臣(17),2017-08-12 01:17:33,2017-08-12 01:29:17,10279,超时空男臣,11.73333333333333,香港,粤语,45,喜剧
11217,20170812,精彩点,发现：国家宝藏·塔尖上的国宝(02)(高清),2017-08-12 01:17:46,2017-08-12 01:45:06,10971,发现,27.33333333333333,大陆,国语,40,纪录片
10255,20170812,精彩点,破晓(24)(高清),2017-08-12 01:30:30,2017-08-12 01:46:14,11037,破晓,15.73333333333333,大陆,国语,45,剧情
10428,20170812,精彩点,超时空男臣(18),2017-08-12 01:33:28,2017-08-12 01:41:45,10279,超时空男臣,8.283333333333333,香港,粤语,45,喜剧
11222,20170812,精彩点,我们的世界大战(01)(剪辑)(高清),2017-08-12 01:34:55,2017-08-12 02:01:09,10491,我们的世界大战,26.23333333333333,英国,英语,60,剧情 / 历史 / 战争
10428,20170812,精彩点,超时空男臣(19),2017-08-12 01:41:43,2017-08-12 01:55:00,10279,超时空男臣,13.28333333333333,香港,粤语,45,喜剧
11217,20170812,精彩点,发现：极致玩家·遥远的刀锋(01)(高清),2017-08-12 01:45:05,2017-08-12 01:52:18,10971,发现,7.216666666666667,大陆,国语,40,纪录片
11168,20170812,动漫剧场,小猪佩奇 第四季(01)(高清),2017-08-12 07:51:17,2017-08-12 07:57:18,10993,小猪佩奇 第四季,5.0,英国,英语,5,剧情 / 动画 / 家庭 / 儿童
11168,20170812,动漫剧场,小猪佩奇 第四季(01)(高清),2017-08-12 07:57:17,2017-08-12 10:21:06,10993,小猪佩奇 第四季,5.0,英国,英语,5,剧情 / 动画 / 家庭 / 儿童
10255,20170812,精彩点,破晓(29)(高清),2017-08-12 08:13:31,2017-08-12 08:22:51,11037,破晓,9.333333333333334,大陆,国语,45,剧情
11107,20170812,精彩点,同盟(01),2017-08-12 08:24:31,2017-08-12 09:02:16,10749,同盟,37.75,香港,粤语,45,剧情 / 动作 / 悬疑
10182,20170812,精彩点,冰河世纪2(高清)(呆萌吃货变破冰英雄),2017-08-12 08:30:34,2017-08-12 08:56:39,11033,冰河世纪2,26.08333333333333,美国,英语 / 克罗地亚语,81,喜剧 / 动画 / 冒险
10182,20170812,精彩点,冰河世纪2：消融(高清),2017-08-12 08:30:34,2017-08-12 08:56:39,11033,冰河世纪2,26.08333333333333,美国,英语 / 克罗地亚语,81,喜剧 / 动画 / 冒险
11240,20170812,精彩点,深海利剑(28)(高清),2017-08-12 08:40:27,2017-08-12 09:24:48,10801,深海利剑,44.35,大陆,国语,45,剧情
10182,20170812,精彩点,07月29日 超级飞侠二,2017-08-12 08:57:14,2017-08-12 09:08:28,11033,超级飞侠二,11.23333333333333,大陆,国语,13,动画
11107,20170812,精彩点,同盟(02),2017-08-12 09:02:23,2017-08-12 09:44:16,10749,同盟,41.88333333333333,香港,粤语,45,剧情 / 动作 / 悬疑
10182,20170812,精彩点,07月24日 超级飞侠二,2017-08-12 09:08:27,2017-08-12 09:48:54,11033,超级飞侠二,13.0,大陆,国语,13,动画
10332,20170812,精彩点,超时空男臣(06),2017-08-12 09:37:08,2017-08-12 09:59:38,10026,超时空男臣,22.5,香港,粤语,45,喜剧
10230,20170812,精彩点,07月26日 猪猪侠超星萌宠,2017-08-12 09:50:22,2017-08-12 10:01:28,11121,猪猪侠超星萌宠,11.1,大陆,国语,15,动画 / 儿童 / 冒险
10703,20170812,精彩点,巴啦啦小魔仙音符之谜(09)(高清),2017-08-12 09:56:35,2017-08-12 10:04:55,10929,巴啦啦小魔仙音符之谜,8.333333333333334,大陆,国语,24,动画 / 儿童 / 奇幻
11199,20170812,精彩点,醉玲珑(17)(高清),2017-08-12 09:58:36,2017-08-12 10:37:27,10174,醉玲珑,38.85,大陆,国语,45,剧情 / 爱情 / 古装
10332,20170812,精彩点,超时空男臣(07),2017-08-12 09:59:42,2017-08-12 10:15:16,10026,超时空男臣,15.56666666666667,香港,粤语,45,喜剧
10335,20170812,精彩点,煎饼侠(高清),2017-08-12 10:01:19,2017-08-12 12:19:27,10096,煎饼侠,113.0,大陆,国语 / 英语 / 粤语,113,喜剧
10335,20170812,精彩点,煎饼侠(高清)(笑点全开，拯救不开心),2017-08-12 10:01:19,2017-08-12 12:19:27,10096,煎饼侠,113.0,大陆,国语 / 英语 / 粤语,113,喜剧
10703,20170812,精彩点,巴啦啦小魔仙音符之谜(10)(高清),2017-08-12 10:05:03,2017-08-12 10:24:14,10929,巴啦啦小魔仙音符之谜,19.18333333333333,大陆,国语,24,动画 / 儿童 / 奇幻
10547,20170812,精彩点,我的一九九七(15)(高清),2017-08-12 10:06:06,2017-08-12 10:11:27,10999,我的一九九七,5.35,大陆,国语,45,剧情
11222,20170812,精彩点,超时空男臣(01),2017-08-12 10:06:08,2017-08-12 10:31:00,10491,超时空男臣,24.86666666666667,香港,粤语,45,喜剧
10408,20170812,精彩点,黑土热血(11)(高清),2017-08-12 10:06:24,2017-08-12 11:46:51,10389,黑土热血,45.0,大陆,国语,45,剧情 / 爱情 / 历史 / 战争
