设备号,节目,类型,完整度,调整系数,喜爱度,观看次数
10641,神偷奶爸2,剧情 / 喜剧 / 动作 / 惊悚 / 家庭,1.0,1.6793724450336978,0.6717,2
10662,中国新歌声 第二季,音乐 / 真人秀,0.7415,1.2110431760123954,0.3592,1
10640,楚乔传,剧情 / 爱情 / 古装,0.17518518518518517,0.2679539102639199,0.0188,1
10640,醉玲珑,剧情 / 爱情 / 古装,0.42481481481481487,0.5951966691696732,0.1011,2
10224,摔跤吧！爸爸,剧情 / 家庭 / 传记 / 运动,0.45621118012422357,0.9130997807206863,0.1666,2
10140,同盟,剧情 / 动作 / 悬疑,0.8153333333333335,1.0814245641567928,0.6053,5
11309,中国新歌声 第二季,音乐 / 真人秀,0.5056666666666667,0.8258721051970348,0.167,1
10136,今晚80后脱口秀,脱口秀,0.7913333333333333,1.0189436187917897,0.5019,5
11002,踩过界,剧情 / 喜剧 / 冒险,0.3744181034482759,1.034281164767405,0.1728,20
11250,射雕英雄传,剧情 / 武侠 / 古装,0.8259354226020894,1.0815123170339642,0.3652,39
10457,假期，假期，假期,纪录片 / 短片,1.0,1.0,0.4,3
10136,我是未来,科幻 / 真人秀 / 脱口秀,0.34489583333333335,0.8768686757402668,0.1421,8
11130,反击,剧情,0.4728863346104725,1.0533197203963822,0.2102,29
10115,深海利剑,剧情,0.5536039886039886,0.7239419379367215,0.2186,26
10777,极限挑战 第二季,真人秀,0.3140909090909091,0.5733238350653704,0.072,1
10457,龙珠Z,喜剧 / 动作 / 动画 / 惊悚 / 奇幻 / 冒险,1.0,1.1313017040231916,0.4525,2
10547,我们的爱,剧情 / 爱情 / 家庭,0.8159259259259259,1.0246326456267958,0.3344,5
11145,驯龙高手,喜剧 / 动画 / 家庭 / 奇幻 / 冒险,0.8751700680272109,1.9588884659307197,0.6857,1
10198,我们的爱,剧情 / 爱情 / 家庭,0.9696296296296296,1.217652413186996,0.735,5
10109,真相,剧情 / 犯罪,0.5793121693121693,0.9978148799426686,0.4183,7
10684,超级鲨大战机器鲨,科幻,0.11592592592592589,0.1838135437694989,0.0085,2
10684,夺命海怪,恐怖 / 科幻,0.47452107279693484,0.8732977832620864,0.1658,2
10209,中国新歌声 第二季,音乐 / 真人秀,0.9626666666666668,1.5722601448971896,0.6054,1
10356,超级鲨大战机器鲨,科幻,0.9033333333333333,1.4323362084786198,0.5176,2
10140,打工捱世界Ⅱ,真人秀,1.0,1.4061827399837379,0.5625,1
11166,熊出没之环球大冒险,喜剧 / 动画,1.0,1.0110400929692038,1.3535,7
11153,异形大战铁血战士,动作 / 科幻 / 惊悚,0.276072607260726,0.8789649963879949,0.0971,5
11276,矮仔多情,喜剧 / 爱情,0.5052380952380953,1.1432163060070037,0.231,1
10109,林海雪原,动作 / 战争,0.4080459770114943,1.347465453405519,0.2199,1
10202,勇者传说,动画,1.0,1.0,0.4,2
10421,极速前进 第四季,真人秀,0.7681944444444445,1.1239225710023848,1.0262,8
10356,龙珠传奇,剧情 / 爱情 / 古装,0.7020289855072465,0.9628781178997997,0.3743,23
11207,101真狗,喜剧 / 犯罪 / 冒险,0.22508090614886728,0.42249670952718427,0.038,1
10546,破坏者,动作 / 爱情 / 西部,0.375095785440613,1.4137184115523467,0.2121,2
11207,唐人街探案,喜剧 / 动作 / 悬疑,0.16999999999999998,0.26425504353875306,0.018,2
10684,农民宇航员,剧情 / 冒险,0.7237179487179487,1.3273243852258254,0.3842,2
10290,穿越时空的少女,剧情 / 爱情 / 科幻 / 动画,1.0,2.0950118764845604,0.838,1
10202,同盟,剧情 / 动作 / 悬疑,0.9225925925925925,1.2236888295241983,0.5261,12
11172,天使与魔鬼,剧情 / 犯罪,0.15666666666666668,0.4330134357005758,0.0271,1
10280,择天记,剧情 / 奇幻 / 古装,0.8140740740740741,1.3139953474469441,0.4279,1
10782,我们的爱,剧情 / 爱情 / 家庭,0.6659544159544158,0.8362997343317281,0.2661,13
11179,巧虎来啦,动画,1.0,1.0207960036922408,0.4083,1
11248,中餐厅,真人秀,0.6413725490196079,0.8716373335478537,0.2236,1
11274,醉玲珑,剧情 / 爱情 / 古装,0.9719753086419752,1.3618085952841723,0.5332,3
10788,逆时营救,动作 / 科幻,0.9627358490566037,0.9717890727294369,0.3742,1
10255,夺命海怪,恐怖 / 科幻,0.5304597701149425,0.9762460887576573,0.2071,2
10250,我的前半生,剧情 / 家庭,0.9141234567901234,1.1565086004969347,0.451,15
10486,中国新歌声 第二季,音乐 / 真人秀,0.42546874999999995,0.6948901231207334,0.3119,16
10413,同盟,剧情 / 动作 / 悬疑,0.6992063492063493,0.9273985136297691,0.5011,7
11153,异形大战铁血战士2,动作 / 科幻 / 惊悚,0.20141843971631207,0.6498855835240275,0.0534,4
10546,猪猪侠之变身小英雄,动画 / 儿童 / 冒险,1.0,1.0,0.4082,3
10641,龙珠Z,喜剧 / 动作 / 动画 / 惊悚 / 奇幻 / 冒险,0.8513333333333332,0.9631148506917439,0.3394,3
10684,疯岳撬佳人,喜剧 / 爱情,0.6049645390070922,0.8623129801860089,0.2129,1
11195,阿爷厨房2,真人秀,0.8835978835978836,0.9596230462764328,0.3461,6
10109,新乌龙山剿匪记,剧情 / 战争,1.0,1.5410299216643122,0.647,6
10557,红色通道,剧情 / 战争,0.9908333333333333,1.3640100697874509,0.5516,1
10403,踩过界,剧情 / 喜剧 / 冒险,0.27563856960408684,0.761415589148509,0.087,9
10255,代号九耳犬,剧情,0.501904761904762,1.0,0.424,7
10557,一条狗的使命,剧情 / 喜剧 / 家庭,0.996369636963696,1.748725671918443,0.7112,2
10255,好家伙,剧情 / 历史 / 战争,0.6058250973345315,1.0008248166296574,0.2516,53
10656,来自天堂的航班,爱情 / 剧情,0.9877777777777776,1.3536353254663112,0.5458,2
10542,领养,剧情 / 家庭,0.9964814814814814,1.0886248381527839,0.4723,8
10058,小猪佩奇 第四季,剧情 / 动画 / 家庭 / 儿童,0.9966666666666666,1.0016117308725467,2.9388,9
11040,不要回头,惊悚 / 恐怖,0.46352941176470586,1.0730821606899683,0.203,2
10234,夺命海怪,恐怖 / 科幻,0.45593869731800757,0.8390992023269137,0.1562,1
10656,疯岳撬佳人,喜剧 / 爱情,0.4576241134751774,0.6522947836635665,0.1218,2
11040,寰宇视野,纪录片,0.9725555555555556,1.3010107246575655,1.0086,3
11219,超级飞侠二,动画,1.0,1.0239262891960175,0.4179,1
10280,中餐厅,真人秀,0.5834509803921568,0.7929208345169653,0.6395,5
11219,小猪佩奇,剧情 / 动画 / 家庭 / 儿童,1.0,1.0035796471490666,0.4955,13
10452,我是未来,科幻 / 真人秀 / 脱口秀,0.16694444444444445,0.4244422221845568,0.0289,3
10546,我们来了 第二季,真人秀,0.6948148148148148,1.0869218847318183,0.3082,1
10072,神偷奶爸,剧情 / 喜剧 / 动作 / 惊悚 / 家庭,0.2673684210526316,0.43358754494803803,0.0473,2
10664,逆时营救,动作 / 科幻,1.0,1.0094036424235209,0.412,1
10359,神兽金刚,动画,1.0,1.0602579961123872,0.4328,1
11276,驯龙高手2,喜剧 / 动画 / 家庭 / 奇幻 / 冒险,0.8629084967320263,1.9087185253604277,0.6723,2
10164,深海利剑,剧情,0.8002645502645503,1.0464972820038734,0.3497,7
10546,快乐大本营,脱口秀,0.2622222222222222,0.3939806933237758,0.0439,2
10027,一条狗的使命,剧情 / 喜剧 / 家庭,0.5389438943894389,0.9458989805375351,0.2081,1
10452,中餐厅,真人秀,0.5862352941176471,0.7967047691352408,0.2451,5
10290,名侦探柯南,动画 / 悬疑,1.0,1.2303868261612554,0.5022,2
10267,浪花一朵朵,剧情 / 爱情,0.5857407407407408,1.243490853355097,0.3001,2
10424,中国新歌声 第二季,音乐 / 真人秀,0.9145,1.4935926965115787,0.5575,1
11195,我们的爱,剧情 / 爱情 / 家庭,0.1288888888888889,0.16185754002638447,0.0085,1
11276,驯龙高手,喜剧 / 动画 / 家庭 / 奇幻 / 冒险,0.6255102040816326,1.400076132470499,0.3575,2
10515,锅盖头2,剧情 / 战争,0.43074074074074076,0.8342150094145073,0.1467,2
11152,红色通道,剧情 / 战争,0.3075,0.4233134699340365,0.0531,1
11179,神兽金刚,动画,1.0,1.0602579961123872,0.4328,1
11152,叹得好健康,生活,0.9717989417989419,1.0523993697178053,0.6204,15
11255,洗罪,剧情 / 惊悚,0.11041666666666666,0.7721854304635761,0.0348,1
11276,摔跤吧！爸爸,剧情 / 家庭 / 传记 / 运动,0.6691511387163559,1.3392958889445237,0.3658,1
10098,火星情报局 第二季,脱口秀,0.8366666666666668,1.1947209000432715,0.408,1
11139,同盟,剧情 / 动作 / 悬疑,0.9482962962962963,1.2577811638353102,0.6843,5
11265,巴霍巴利王,剧情 / 动作 / 奇幻,0.7939276485788116,1.8710037552014616,0.6189,1
10703,不要回头,惊悚 / 恐怖,0.1188235294117647,0.27507943713118477,0.0133,2
11234,我们的爱,剧情 / 爱情 / 家庭,0.8771111111111111,1.101468466351965,0.4473,15
10413,农民宇航员,剧情 / 冒险,0.188301282051282,0.34535122954834907,0.0271,1
11235,来自天堂的航班,爱情 / 剧情,0.4716666666666667,0.6463646745336886,0.127,2
11152,一条狗的使命,剧情 / 喜剧 / 家庭,0.7234323432343234,1.2696941612604267,0.3827,1
11152,不要回头,惊悚 / 恐怖,0.8290196078431373,1.9192010894235136,0.6629,2
10732,大耳朵图图彩色小世界,动画 / 儿童,0.8022727272727272,0.8530004027386225,0.2851,2
10732,超级飞侠二,动画,1.0,1.0239262891960175,0.4266,1
11199,极限挑战 第三季,真人秀,0.9044444444444445,1.372372709902214,0.5172,1
10460,熊出没之春日对对碰,喜剧 / 动画 / 儿童 / 冒险,1.0,1.0076095512988716,0.4198,2
10690,真相,剧情 / 犯罪,0.452962962962963,0.7801893494555837,0.1472,2
11250,潜伏,剧情 / 爱情,0.8380555555555557,0.8999541905035848,0.3143,3
11234,红色护卫,剧情,0.6820833333333334,0.8694233687405161,0.2471,2
10732,中国新歌声 第二季,音乐 / 真人秀,0.6601666666666667,1.0782067925792533,1.6125,6
10279,中餐厅,真人秀,0.5980392156862746,0.8127465201225784,0.2025,1
11234,猜拳,悬疑 / 战争,0.3966666666666667,0.5811610239822952,0.0961,1
10291,魔法俏佳人 第一季,动画,0.9558333333333334,1.0112409080890457,0.4027,3
10234,新女儿灵界替身,惊悚 / 恐怖,0.3816358024691358,1.4150295632271601,0.225,2
11284,超能陆战队,喜剧 / 动作 / 科幻 / 动画 / 冒险,1.0,1.5960359890468119,0.665,1
11207,大军师司马懿之军师联盟,剧情 / 爱情 / 战争 / 古装,1.0,1.2806492982768451,0.5336,1
10438,我们的爱,剧情 / 爱情 / 家庭,0.8642504409171075,1.0853181491396988,0.5507,21
10460,我们的爱,剧情 / 爱情 / 家庭,0.9792592592592594,1.2297452179016108,0.5018,1
10279,我们来了 第二季,真人秀,1.0,1.5643332029722332,0.6518,1
10460,大宅门,剧情 / 爱情 / 家庭 / 传记 / 历史,0.10407407407407408,0.12882767579132365,0.0056,1
10460,西游记,剧情 / 动作 / 奇幻 / 冒险 / 古装,0.9975925925925926,1.3309215402534147,0.5532,2
10542,轩辕剑之天之痕,动作 / 爱情 / 奇幻 / 古装,0.4465608465608466,1.1022799358185007,0.242,7
10236,邻居也疯狂,喜剧 / 爱情 / 家庭,0.3971851851851852,1.0,0.1841,5
10359,熊出没之环球大冒险,喜剧 / 动画,0.9976190476190476,1.0086328546526107,2.4063,14
10224,横冲直撞好莱坞,喜剧 / 动作 / 冒险,0.473728813559322,1.3076023391812865,0.2581,4
10263,妈妈向前冲冲冲,剧情 / 战争,0.7412433862433863,0.9581888831417542,0.3464,14
10684,小屁孩日记,喜剧 / 家庭,0.8544326241134751,2.420391762933199,0.8617,1
10663,小猪佩奇,剧情 / 动画 / 家庭 / 儿童,1.0,1.0035796471490666,0.4352,5
10663,熊出没之环球大冒险,喜剧 / 动画,1.0,1.0110400929692038,0.4213,1
10339,超时空男臣,喜剧,0.5624074074074075,0.7700134204245279,0.1804,2
10272,我们的爱,剧情 / 爱情 / 家庭,0.8267283950617283,1.0381982919412678,0.4121,6
10376,爱的秘笈,剧情 / 爱情,0.13749999999999998,0.24682683590208523,0.0141,1
11234,半斤八两,动画,1.0,1.090717484851146,0.4545,1
10703,性本恶,短片,0.9133333333333333,1.0,0.3806,2
10376,仙剑奇侠传三,爱情 / 奇幻 / 武侠 / 古装,0.31362962962962965,0.7177231565329883,0.0946,25
10703,101真狗,喜剧 / 犯罪 / 冒险,0.7067152103559871,1.3265667712868279,0.3906,4
10663,中国新歌声 第二季,音乐 / 真人秀,0.5607222222222222,0.9157907226712448,0.2734,6
10779,绝密543,剧情,0.8505805805805807,1.1037242497027877,0.4075,37
10486,汪汪队立大功,动作 / 动画 / 儿童 / 冒险,0.8810068649885584,0.976689762767861,0.8973,19
10767,巴啦啦小魔仙音符之谜,动画 / 儿童 / 奇幻,0.6069444444444446,0.8759758854559161,0.2215,1
10767,小猪佩奇,剧情 / 动画 / 家庭 / 儿童,1.0,1.0035796471490666,0.4182,3
11235,火星情报局 第二季,脱口秀,0.9349494949494951,1.3350641857781624,0.5792,3
11300,一条狗的使命,剧情 / 喜剧 / 家庭,0.40957095709570956,0.718836886005561,0.1227,1
10224,钟馗伏魔,动作 / 爱情 / 奇幻,0.8254237288135594,1.0006468551424985,0.3441,1
10703,天使与魔鬼,剧情 / 犯罪,0.25851851851851854,0.7145233525271913,0.077,2
10421,大军师司马懿之军师联盟,剧情 / 爱情 / 战争 / 古装,0.12074074074074075,0.1546265449030561,0.0078,1
10106,林海雪原,动作 / 战争,0.1580459770114942,0.5219056333612924,0.0344,1
10280,寒战2,剧情 / 动作 / 犯罪,0.6863636363636364,1.091390941214263,0.3188,3
11168,我们的爱,剧情 / 爱情 / 家庭,0.5591666666666666,0.7021966122265344,0.1818,8
10732,巴啦啦小魔仙音符之谜,动画 / 儿童 / 奇幻,0.7687037037037039,1.1094358201456926,0.3931,15
10703,KK魔法可可,动画 / 儿童,1.0,1.3534852244529665,0.576,1
10703,澳门风云2,喜剧 / 动作,0.38727272727272727,0.6786222876589992,0.1118,1
10501,巴啦啦之飞越彩灵堡,动画 / 儿童 / 冒险,0.5546666666666666,0.7638442599006801,0.1914,2
10393,破坏者,动作 / 爱情 / 西部,0.1555555555555555,0.5862815884476533,0.0414,2
11168,中餐厅,真人秀,0.3715686274509804,0.5049687395515691,0.0885,4
11153,神奇阿呦,动画,0.9930555555555556,1.1200616419165028,0.4775,5
10255,麻雀,剧情 / 悬疑,0.6725185185185186,0.9552415642636995,0.2826,65
10202,超能陆战队,喜剧 / 动作 / 科幻 / 动画 / 冒险,0.4116013071895426,0.6569304994132221,0.1151,4
10538,楚乔传,剧情 / 爱情 / 古装,0.7260566448801742,1.1105374970097497,0.352,17
10356,澳门风云2,喜剧 / 动作,1.0,1.752311071419951,0.7457,1
10254,我的前半生,剧情 / 家庭,0.8733811230585427,1.1049632003489676,0.4264,31
10746,跨界喜剧王 第二季,喜剧 / 脱口秀,1.0,2.122631497021241,0.9032,1
11297,深夜食堂,剧情,0.6677777777777778,1.0250750980092667,0.2913,1
10501,大耳朵图图彩色小世界,动画 / 儿童,1.0,1.063229963753524,0.4524,1
11184,爱·回家之开心速递,剧情 / 喜剧 / 家庭,0.9851190476190478,1.070993783544391,0.4848,35
11297,守卫者,剧情,0.9875308641975309,1.1986707443451756,0.5319,9
11168,今晚80后脱口秀,脱口秀,0.5495238095238094,0.7075827031446174,0.1655,2
10234,洗罪,剧情 / 惊悚,0.15928030303030305,1.113907284768212,0.0755,2
10234,异形大战铁血战士2,动作 / 科幻 / 惊悚,0.526950354609929,1.7002288329519448,0.3812,2
10553,中餐厅,真人秀,0.841797385620915,1.1440184487342895,0.5878,6
10356,发现,纪录片,0.5077604166666666,0.8598734942795224,0.2306,8
11168,中国新歌声 第二季,音乐 / 真人秀,0.4027916666666667,0.657853134553373,0.1208,4
10234,异形大战铁血战士,动作 / 科幻 / 惊悚,0.37744774477447746,1.2017250060200082,0.193,3
10112,守卫者,剧情,0.6276543209876543,0.761850489342527,0.2035,3
11297,女管家,剧情 / 家庭,0.9465608465608465,1.1646676941617486,0.4691,7
10478,达芬奇密码,悬疑 / 惊悚,0.5659395973154362,1.0,0.2534,2
11035,超级鲨大战机器鲨,科幻,0.39648148148148143,0.628665810240411,0.1061,1
10276,麻烦家族,喜剧 / 家庭,0.3894822006472492,0.6726953327743842,0.1115,1
10542,秦时丽人明月心,剧情 / 爱情 / 古装,0.9266049382716051,1.220884718044727,0.744,6
10751,热血军旗,剧情 / 历史 / 战争,0.7122222222222222,0.923719857815352,0.28,1
10032,赌城群英会 大结局,剧情 / 喜剧 / 爱情,0.572051282051282,1.0,0.2434,1
10376,极速前进 第四季,真人秀,0.14277777777777778,0.20889394376974352,0.0127,1
10652,男人不可以穷,喜剧,1.0,1.2249672136958139,0.5213,1
10687,踩过界,剧情 / 喜剧 / 冒险,0.4023467432950191,1.1114303888167425,0.1903,3
10663,极速前进 第四季,真人秀,0.8843209876543209,1.293823881731667,0.6156,3
10555,奔跑吧兄弟 第二季,真人秀,0.14944444444444444,0.2762204442646605,0.0176,1
10660,男人不可以穷,喜剧,1.0,1.2249672136958139,0.5213,1
10604,中国新歌声 第二季,音乐 / 真人秀,0.25354166666666667,0.4140929268394823,0.0728,4
11130,非诚勿扰,喜剧 / 爱情,0.616971153846154,1.2177062246963566,0.504,8
10313,守卫者,剧情,1.0,1.213805854381288,0.5165,1
10352,人文地理,纪录片,0.5958888888888888,1.1221057857687466,0.2845,3
10641,人间至味是清欢,剧情 / 爱情,0.9466666666666668,1.2758542451331851,0.514,2
10280,秦时丽人明月心,剧情 / 爱情 / 古装,0.8016666666666665,1.056267392795075,0.9426,10
10663,火星情报局 第二季,脱口秀,1.0,1.4279532669839896,0.6076,1
10280,三生三世十里桃花,剧情 / 爱情,0.4122222222222222,0.6003337888664485,0.1053,3
10501,燃烧的蔬菜,动画,0.75,0.8973080757726821,0.2885,2
10663,中餐厅,真人秀,0.6797058823529412,0.9237330531163663,0.4723,2
10641,超级鲨大战机器鲨,科幻,0.9116666666666666,1.4455496421361715,0.5608,2
11184,深海利剑,剧情,0.906583034647551,1.1855288121357535,0.4779,31
10540,自然,纪录片 / 家庭,0.3408333333333333,0.5104511232420804,0.0756,1
10280,叶问3,剧情 / 动作 / 传记 / 历史,0.40968253968253965,1.0,0.1781,5
10540,舌尖上的澳大利亚,真人秀,0.7949999999999999,0.9465651609178815,0.3272,2
10641,奔跑吧兄弟 第二季,真人秀,0.45018518518518524,0.832084138794783,0.8727,3
10540,七分钟,剧情,0.5965909090909091,1.2374779021803184,0.321,2
10013,欢乐颂2,剧情 / 爱情,0.43216931216931226,0.563023008947158,0.1074,14
10013,澳门风云2,喜剧 / 动作,0.468030303030303,0.8201346817600347,0.1669,4
11199,极限挑战 第一季,真人秀,0.616010101010101,1.1721009792333346,0.3139,3
10032,同盟,剧情 / 动作 / 悬疑,0.8526436781609196,1.130911469382114,0.543,29
10359,熊熊乐园,动画 / 儿童 / 冒险,0.31153846153846154,0.33646477369974714,0.0456,1
10359,光荣绽放,脱口秀,1.0,1.0951760104302477,0.4762,1
11240,守卫者,剧情,0.9701851851851853,1.1776164576117718,0.559,2
10073,怪兽电力公司,动画,0.4479166666666666,0.7148813308456414,0.1392,2
11297,人间至味是清欢,剧情 / 爱情,1.0,1.3477333575350547,0.586,1
10073,京剧猫,动画 / 儿童 / 奇幻 / 冒险,1.0,1.0751554759144093,0.4675,2
10013,熊出没之丛林总动员,喜剧 / 动画,1.0,1.0573216874712683,0.5938,3
10684,澳门风云2,喜剧 / 动作,0.6224242424242424,1.0906808911201757,0.2952,2
10013,煎饼侠,喜剧,0.35221238938053095,0.7214937458456705,0.1105,6
11203,爱的秘笈,剧情 / 爱情,0.15151515151515155,0.27198549410698103,0.0179,1
11147,秦时丽人明月心,剧情 / 爱情 / 古装,0.9196296296296296,1.2116941262694252,0.4845,1
11115,深海利剑,剧情,0.5554320987654321,0.7263325377883851,0.1974,3
11203,我们的爱,剧情 / 爱情 / 家庭,0.8511111111111112,1.0688178936225046,0.5129,9
10013,乡村爱情故事6,喜剧,0.30772357723577226,0.38308639545671785,0.0531,2
11252,奔跑吧兄弟 第二季,真人秀,0.519320987654321,0.9598688961580294,0.242,3
10452,盲约,剧情 / 喜剧 / 爱情,0.9764814814814815,1.429350215952147,0.6068,2
11152,龙珠传奇,剧情 / 爱情 / 古装,0.5594047619047618,0.7672597790215925,0.2443,4
11274,天使的城,剧情 / 爱情 / 家庭,0.7449553571428573,0.9721240146530425,0.3373,28
11168,金星秀,脱口秀,0.20472222222222217,0.2948479127858278,0.0262,5
10566,少林问道,剧情 / 古装,0.8870198105081825,1.050540711796762,0.4289,43
10746,中国新歌声 第二季,音乐 / 真人秀,0.7105,1.1604129151136977,0.3585,2
10013,小猪佩奇,剧情 / 动画 / 家庭 / 儿童,1.0,1.0035796471490666,3.9279,34
10684,小屁孩救梦记,喜剧 / 家庭,0.5535460992907801,1.0,0.2407,1
10442,我们的爱,剧情 / 爱情 / 家庭,0.8113821138211382,1.0189265661038587,0.4151,41
10684,男人不可以穷,喜剧,0.5539930555555556,0.678623329670719,0.1635,2
11062,超时空男臣,喜剧,0.9385185185185184,1.2849614799840325,0.5243,1
10115,超时空男臣,喜剧,0.7024691358024692,0.9617772719164885,0.319,12
11185,人间至味是清欢,剧情 / 爱情,0.9194107744107743,1.2391205699505379,0.7684,22
10027,迷色,纪录片 / 传记,0.7174509803921568,1.3590441995790514,0.4239,1
10663,同盟,剧情 / 动作 / 悬疑,0.7874814814814816,1.0444830145862505,0.3881,10
10376,人间至味是清欢,剧情 / 爱情,0.30074074074074075,0.4053183282660979,0.0676,23
10073,超能陆战队,喜剧 / 动作 / 科幻 / 动画 / 冒险,0.5799019607843137,0.9255443995305777,0.2334,2
10013,醉玲珑,剧情 / 爱情 / 古装,0.20506172839506176,0.2873065002879475,0.0263,3
10027,极限挑战 第一季,真人秀,0.18621212121212116,0.3543114134978523,0.038,2
10308,极限挑战 第一季,真人秀,0.6342255892255891,1.2067601374834638,0.3627,9
11241,怪兽电力公司,动画,0.6922348484848484,1.1048166022159913,0.3325,2
10687,极限挑战 第三季,真人秀,0.3870370370370371,0.5872766100932899,0.0988,1
10538,同盟,剧情 / 动作 / 悬疑,1.0,1.3263588276657312,0.5767,1
10376,超时空男臣,喜剧,0.3546840958605665,0.48561151618320375,0.0927,17
10486,极限挑战 第二季,真人秀,0.3717508417508417,0.6785730249189854,0.1217,9
10112,密战,剧情 / 动作 / 战争,0.5525729166666666,1.1143274270289574,0.2805,16
11002,不要回头,惊悚 / 恐怖,0.2009803921568627,0.46527462551066723,0.0416,1
10540,假期，假期，假期,纪录片 / 短片,1.0,1.0,0.4444,1
10792,欢乐颂2,剧情 / 爱情,0.8948015873015873,1.1657326605732246,0.4864,28
11152,中餐厅,真人秀,0.8994117647058824,1.2223174714105791,2.8248,4
10313,我的老爸是奇葩,喜剧 / 家庭,0.9885185185185186,1.3506346080201326,0.5934,2
10202,我们来了 第二季,真人秀,0.7027777777777777,1.0993786120888196,0.3434,2
10545,龙骑侠,动画 / 奇幻 / 冒险,0.40240740740740744,1.3530510585305104,0.242,1
10452,奔跑吧兄弟 第二季,真人秀,0.6131481481481481,1.1332910668652925,0.3088,1
10634,憨豆先生动画版 第二季,动画,0.969937106918239,1.0377499479622205,1.0404,106
11141,热血军旗,剧情 / 历史 / 战争,0.65,0.8430204630608128,0.2634,6
11166,疯狂小糖,动画,1.0,1.0303233372424192,0.4579,1
10656,我的前半生,剧情 / 家庭,0.7960370370370371,1.0071108807120341,0.382,10
11166,阿优,动画,1.0,1.005586592178771,0.4713,10
10684,飞向太空2002,爱情,0.16414141414141414,1.0,0.073,2
11166,憨豆先生动画版 第二季,动画,0.8674999999999999,0.9281509836421928,0.3579,4
10579,超能陆战队,喜剧 / 动作 / 科幻 / 动画 / 冒险,0.43931372549019604,0.7011605163645845,0.1369,5
10013,奔跑吧,剧情 / 喜剧 / 战争,1.0,1.6575351508350382,0.7367,1
11153,攻壳机动队2,动作 / 科幻 / 动画 / 惊悚 / 犯罪,1.0,1.4314928425357873,0.6362,2
10686,极速前进 第四季,真人秀,0.9944444444444445,1.4549422542717545,0.643,1
11166,小马宝莉中文版,喜剧 / 动画 / 冒险,0.93125,0.9815896303682073,0.4105,2
11096,我们的爱,剧情 / 爱情 / 家庭,1.0,1.2557912588253968,0.5581,1
11153,101次求婚,爱情,1.0,1.4069898534385568,0.6253,3
11185,守卫者,剧情,0.956851851851852,1.1614323795533548,0.5814,16
10652,我们的爱,剧情 / 爱情 / 家庭,0.7278518518518519,0.9140299932754332,0.372,25
11098,秦时丽人明月心,剧情 / 爱情 / 古装,0.7360740740740741,0.9698432970390076,0.3664,5
10686,中国新歌声 第二季,音乐 / 真人秀,1.0,1.6332342225386316,0.7259,1
11002,上海王,剧情 / 爱情,1.0,1.318359375,0.5859,1
10579,反叛的鲁路修,科幻 / 动画,0.2111111111111111,0.5358401880141009,0.0503,1
10579,小猪佩奇,剧情 / 动画 / 家庭 / 儿童,1.0,1.0035796471490666,0.446,1
10664,楚乔传,剧情 / 爱情 / 古装,0.904074074074074,1.3828234565628512,0.5983,9
10376,风声,剧情 / 惊悚 / 战争 / 犯罪,0.1214689265536723,0.16306408797876373,0.0088,2
11300,澳门风云2,喜剧 / 动作,0.6393939393939394,1.120417078998817,0.3184,1
10376,假装情侣,喜剧 / 爱情,0.31344086021505374,0.7797013151051341,0.1086,2
10376,越光宝盒,喜剧 / 奇幻,0.7294573643410852,1.8671561089339745,0.6053,1
10424,大军师司马懿之军师联盟,剧情 / 爱情 / 战争 / 古装,1.0,1.2806492982768451,0.5692,1
11168,同盟,剧情 / 动作 / 悬疑,0.7658024691358024,1.015728865186485,0.3515,6
10376,极限挑战 第一季,真人秀,0.4952447552447553,0.9423171172529725,0.2634,13
11139,奔跑吧兄弟 第二季,真人秀,0.49129629629629634,0.9080704320125706,0.1983,1
11179,人间至味是清欢,剧情 / 爱情,0.8007407407407406,1.079185007033625,0.4805,3
11195,楚乔传,剧情 / 爱情 / 古装,0.8088552188552188,1.2371817771036226,0.4549,11
10013,麻烦家族,喜剧 / 家庭,0.20258899676375408,0.34990218389427885,0.0315,2
10452,熊出没之丛林总动员,喜剧 / 动画,1.0,1.0573216874712683,0.5991,8
10703,星际穿越,剧情 / 科幻 / 冒险,0.4467455621301775,1.863321189328946,0.3784,1
10182,极限挑战 第三季,真人秀,0.27864197530864204,0.4228016934547225,0.0577,3
11222,上海王,剧情 / 爱情,0.3962962962962962,0.5224609374999999,0.0941,2
10413,憨豆先生动画版 第二季,动画,0.9939646464646463,1.0634573652123642,0.6796,66
11222,第九区,剧情 / 历史 / 战争,0.3034772182254196,1.0824334438148187,0.1493,1
10656,警察锅哥,剧情 / 动作 / 犯罪,0.8032592592592593,1.0210022850534288,0.4083,5
11153,单身男女2,剧情 / 爱情,1.0,1.1716842961757525,0.5326,1
11166,熊熊乐园,动画 / 儿童 / 冒险,0.803076923076923,0.8673314166482371,0.3672,5
10732,憨豆先生动画版 第二季,动画,0.9986666666666666,1.068488125645345,1.3746,10
10457,博人传,动画 / 冒险,0.9979166666666667,1.2052841266512895,0.5467,1
10115,澳门风云2,喜剧 / 动作,0.9512121212121208,1.6668195312688558,0.7207,1
10425,憨豆先生动画版 第二季,动画,0.9671777777777777,1.0347977012118899,0.5816,75
10457,上海王,剧情 / 爱情,1.0,1.318359375,0.5993,1
10460,熊出没之环球大冒险,喜剧 / 动画,1.0,1.0110400929692038,0.519,4
10371,银河护卫队2,动画,1.0,1.1874775098956458,0.5398,1
